Iteration	Global Fitness	Arrived Vehicles	Non Arrived Vehicles	Trip Time	Waiting Time
0         	2.568661       	165.0              	85.0                   	17697.0 	10453.0
1         	1.541480       	193.0              	57.0                   	21630.0 	7731.0
2         	1.476792       	193.0              	57.0                   	20145.0 	6849.0
3         	1.476792       	189.0              	61.0                   	22205.0 	8399.0
4         	1.182890       	205.0              	44.0                   	21340.0 	6782.0
5         	1.182890       	184.0              	65.0                   	20705.0 	8638.0
6         	1.182890       	184.0              	66.0                   	20045.0 	7734.0
7         	1.182890       	183.0              	67.0                   	20147.0 	7741.0
8         	1.182890       	189.0              	60.0                   	19983.0 	7036.0
9         	1.182890       	201.0              	49.0                   	20368.0 	6217.0
10        	1.182890       	194.0              	56.0                   	22097.0 	7861.0
11        	1.182890       	191.0              	58.0                   	20738.0 	7643.0
12        	1.182890       	189.0              	61.0                   	20350.0 	7239.0
13        	1.182890       	193.0              	57.0                   	20881.0 	6974.0
14        	1.182890       	188.0              	62.0                   	19845.0 	7320.0
15        	1.182890       	190.0              	59.0                   	21788.0 	7902.0
16        	1.182890       	191.0              	59.0                   	20895.0 	7253.0
17        	1.182890       	195.0              	55.0                   	21062.0 	7787.0
18        	1.182890       	190.0              	58.0                   	20654.0 	7157.0
19        	1.182890       	189.0              	61.0                   	21080.0 	7906.0
20        	1.182890       	183.0              	66.0                   	22377.0 	9267.0
21        	1.182890       	191.0              	58.0                   	20109.0 	7094.0
22        	1.182890       	183.0              	67.0                   	23745.0 	10807.0
23        	1.182890       	194.0              	54.0                   	21216.0 	8170.0
24        	1.182890       	198.0              	51.0                   	20394.0 	6257.0
25        	1.182890       	191.0              	57.0                   	20189.0 	7006.0
26        	1.158832       	202.0              	47.0                   	18999.0 	5191.0
27        	1.158832       	194.0              	56.0                   	21003.0 	7667.0
28        	1.158832       	186.0              	63.0                   	21798.0 	8074.0
29        	1.158832       	194.0              	56.0                   	20227.0 	6830.0
30        	1.158832       	199.0              	50.0                   	21697.0 	7249.0
31        	1.158832       	197.0              	53.0                   	23271.0 	9057.0
32        	1.158832       	194.0              	55.0                   	21786.0 	7445.0
33        	1.158832       	184.0              	66.0                   	20721.0 	7855.0
34        	1.158832       	196.0              	52.0                   	20331.0 	6541.0
35        	1.158832       	181.0              	68.0                   	19677.0 	7376.0
36        	1.158832       	192.0              	58.0                   	20832.0 	7578.0
37        	1.158832       	186.0              	64.0                   	19956.0 	7661.0
38        	1.158832       	195.0              	55.0                   	20584.0 	7070.0
39        	1.158832       	178.0              	71.0                   	21008.0 	8631.0
40        	1.158832       	193.0              	55.0                   	22071.0 	7977.0
41        	1.158832       	189.0              	61.0                   	21267.0 	8046.0
42        	1.158832       	194.0              	55.0                   	21413.0 	7417.0
43        	1.158832       	185.0              	64.0                   	20246.0 	7568.0
44        	1.158832       	193.0              	56.0                   	21657.0 	7936.0
45        	1.158832       	174.0              	76.0                   	19024.0 	9410.0
46        	1.158832       	181.0              	68.0                   	20014.0 	8092.0
47        	1.158832       	183.0              	67.0                   	19579.0 	7816.0
48        	1.158832       	197.0              	53.0                   	22204.0 	7954.0
49        	1.158832       	188.0              	61.0                   	21002.0 	7610.0
50        	1.158832       	189.0              	60.0                   	20808.0 	7919.0
51        	1.158832       	185.0              	63.0                   	20334.0 	7785.0
52        	1.158832       	185.0              	64.0                   	20525.0 	7566.0
53        	1.158832       	187.0              	63.0                   	21574.0 	8858.0
54        	1.158832       	183.0              	66.0                   	19494.0 	7416.0
55        	1.158832       	185.0              	64.0                   	21476.0 	8632.0
56        	1.158832       	194.0              	56.0                   	21073.0 	7652.0
57        	1.158832       	186.0              	64.0                   	21543.0 	8471.0
58        	1.158832       	188.0              	62.0                   	22989.0 	9633.0
59        	1.158832       	189.0              	61.0                   	20660.0 	7708.0
60        	1.158832       	201.0              	48.0                   	21257.0 	6798.0
61        	1.158832       	194.0              	55.0                   	21494.0 	7792.0
62        	1.158832       	197.0              	52.0                   	21887.0 	7816.0
63        	1.158832       	190.0              	59.0                   	20966.0 	8151.0
64        	1.158832       	179.0              	70.0                   	20250.0 	8175.0
65        	1.158832       	190.0              	57.0                   	21000.0 	7455.0
66        	1.158832       	189.0              	57.0                   	20866.0 	7743.0
67        	1.158832       	189.0              	61.0                   	20732.0 	7950.0
68        	1.158832       	191.0              	58.0                   	21631.0 	7790.0
69        	1.158832       	188.0              	61.0                   	20060.0 	7222.0
70        	1.158832       	191.0              	59.0                   	21196.0 	8056.0
71        	1.158832       	197.0              	53.0                   	21574.0 	7591.0
72        	1.158832       	186.0              	63.0                   	21011.0 	8056.0
73        	1.158832       	193.0              	55.0                   	20700.0 	7064.0
74        	1.158832       	197.0              	53.0                   	22684.0 	8167.0
75        	1.158832       	183.0              	66.0                   	21479.0 	9409.0
76        	1.158832       	189.0              	60.0                   	21273.0 	8205.0
77        	1.158832       	190.0              	60.0                   	21882.0 	8164.0
78        	1.158832       	188.0              	62.0                   	21193.0 	7812.0
79        	1.158832       	195.0              	54.0                   	22640.0 	8033.0
80        	1.158832       	182.0              	67.0                   	20994.0 	8636.0
81        	1.158832       	195.0              	54.0                   	21717.0 	7147.0
82        	1.158832       	192.0              	58.0                   	19540.0 	6506.0
83        	1.158832       	193.0              	57.0                   	20835.0 	7317.0
84        	1.158832       	196.0              	53.0                   	21744.0 	7727.0
85        	1.158832       	197.0              	53.0                   	21248.0 	6546.0
86        	1.158832       	190.0              	60.0                   	20227.0 	7341.0
87        	1.158832       	183.0              	65.0                   	21886.0 	9768.0
88        	1.158832       	192.0              	56.0                   	20136.0 	6712.0
89        	1.158832       	182.0              	66.0                   	21359.0 	8867.0
90        	1.158832       	187.0              	61.0                   	22615.0 	9062.0
91        	1.158832       	192.0              	56.0                   	20609.0 	7356.0
92        	1.158832       	179.0              	71.0                   	22422.0 	9936.0
93        	1.158832       	190.0              	57.0                   	20908.0 	7714.0
94        	1.158832       	177.0              	71.0                   	20572.0 	9080.0
95        	1.158832       	185.0              	64.0                   	19956.0 	7609.0
96        	1.158832       	193.0              	56.0                   	20747.0 	7228.0
97        	1.158832       	195.0              	54.0                   	21841.0 	7868.0
98        	1.158832       	195.0              	53.0                   	20805.0 	7355.0
99        	1.158832       	183.0              	67.0                   	20612.0 	8703.0
100       	1.158832       	188.0              	61.0                   	21877.0 	8763.0
101       	1.158832       	188.0              	61.0                   	20544.0 	7846.0
102       	1.158832       	191.0              	57.0                   	21135.0 	7966.0
103       	1.158832       	199.0              	51.0                   	21474.0 	7126.0
104       	1.158832       	181.0              	69.0                   	19601.0 	7861.0
105       	1.158832       	194.0              	55.0                   	21657.0 	7365.0
106       	1.158832       	194.0              	55.0                   	21676.0 	7992.0
107       	1.158832       	189.0              	59.0                   	20625.0 	7816.0
108       	1.158832       	192.0              	58.0                   	21391.0 	7550.0
109       	1.158832       	190.0              	60.0                   	22165.0 	8240.0
110       	1.158832       	190.0              	58.0                   	22364.0 	8805.0
111       	1.158832       	189.0              	61.0                   	21479.0 	7745.0
112       	1.158832       	201.0              	49.0                   	24193.0 	9121.0
113       	1.158832       	197.0              	53.0                   	20971.0 	7008.0
114       	1.158832       	179.0              	71.0                   	19656.0 	8450.0
115       	1.158832       	193.0              	56.0                   	21011.0 	6994.0
116       	1.158832       	191.0              	58.0                   	22263.0 	8433.0
117       	1.158832       	184.0              	64.0                   	20377.0 	7769.0
118       	1.158832       	193.0              	57.0                   	22077.0 	7953.0
119       	1.158832       	194.0              	56.0                   	20244.0 	7348.0
120       	1.158832       	186.0              	63.0                   	21983.0 	8563.0
121       	1.158832       	191.0              	59.0                   	22952.0 	8744.0
122       	1.158832       	185.0              	65.0                   	20519.0 	8231.0
123       	1.158832       	190.0              	60.0                   	22092.0 	8314.0
124       	1.158832       	194.0              	55.0                   	21399.0 	6955.0
125       	1.158832       	181.0              	68.0                   	21283.0 	8659.0
126       	1.158832       	184.0              	65.0                   	18842.0 	7189.0
127       	1.158832       	191.0              	58.0                   	20970.0 	7780.0
128       	1.158832       	184.0              	65.0                   	21690.0 	8499.0
129       	1.158832       	189.0              	61.0                   	19992.0 	7217.0
130       	1.158832       	193.0              	56.0                   	22846.0 	8664.0
131       	1.158832       	187.0              	62.0                   	20959.0 	7800.0
132       	1.158832       	193.0              	57.0                   	20808.0 	7084.0
133       	1.158832       	192.0              	57.0                   	19462.0 	6508.0
134       	1.158832       	182.0              	68.0                   	21322.0 	8497.0
135       	1.158832       	182.0              	67.0                   	20346.0 	7812.0
136       	1.158832       	183.0              	66.0                   	19176.0 	7290.0
137       	1.158832       	190.0              	59.0                   	21133.0 	7850.0
138       	1.158832       	200.0              	50.0                   	22298.0 	7456.0
139       	1.158832       	186.0              	64.0                   	20026.0 	7353.0
140       	1.158832       	187.0              	63.0                   	22689.0 	9569.0
141       	1.158832       	194.0              	56.0                   	20404.0 	7062.0
142       	1.158832       	191.0              	59.0                   	22195.0 	8790.0
143       	1.158832       	200.0              	50.0                   	22441.0 	8052.0
144       	1.158832       	189.0              	60.0                   	20276.0 	7630.0
145       	1.158832       	191.0              	58.0                   	20104.0 	6848.0
146       	1.158832       	191.0              	59.0                   	21719.0 	8001.0
147       	1.158832       	189.0              	59.0                   	22456.0 	8905.0
148       	1.158832       	191.0              	59.0                   	21949.0 	8510.0
149       	1.158832       	189.0              	59.0                   	20960.0 	7526.0
150       	1.158832       	190.0              	60.0                   	20125.0 	7138.0
151       	1.158832       	178.0              	71.0                   	20195.0 	8518.0
152       	1.158832       	188.0              	61.0                   	21173.0 	7807.0
153       	1.158832       	188.0              	61.0                   	20865.0 	7744.0
154       	1.158832       	196.0              	54.0                   	21320.0 	7700.0
155       	1.158832       	187.0              	63.0                   	20980.0 	7897.0
156       	1.158832       	194.0              	56.0                   	22094.0 	8135.0
157       	1.158832       	193.0              	57.0                   	21407.0 	7585.0
158       	1.158832       	190.0              	59.0                   	22203.0 	8943.0
159       	1.158832       	195.0              	54.0                   	21922.0 	7612.0
160       	1.158832       	197.0              	52.0                   	21169.0 	6659.0
161       	1.158832       	191.0              	59.0                   	21453.0 	8205.0
162       	1.158832       	197.0              	52.0                   	23024.0 	8526.0
163       	1.158832       	189.0              	59.0                   	20768.0 	7730.0
164       	1.158832       	194.0              	56.0                   	22880.0 	8234.0
165       	1.158832       	194.0              	55.0                   	20217.0 	6620.0
166       	1.158832       	183.0              	66.0                   	19382.0 	7560.0
167       	1.158832       	188.0              	60.0                   	21013.0 	8022.0
168       	1.158832       	184.0              	64.0                   	21854.0 	8856.0
169       	1.158832       	191.0              	59.0                   	21227.0 	7614.0
170       	1.158832       	191.0              	59.0                   	19949.0 	6960.0
171       	1.158832       	188.0              	61.0                   	21297.0 	7825.0
172       	1.158832       	195.0              	54.0                   	20901.0 	7224.0
173       	1.158832       	187.0              	63.0                   	20342.0 	7992.0
174       	1.158832       	182.0              	66.0                   	21209.0 	8916.0
175       	1.158832       	195.0              	55.0                   	21368.0 	7666.0
176       	1.158832       	181.0              	69.0                   	21747.0 	9383.0
177       	1.158832       	192.0              	58.0                   	22057.0 	8160.0
178       	1.158832       	196.0              	53.0                   	21056.0 	7013.0
179       	1.158832       	197.0              	53.0                   	21695.0 	7441.0
180       	1.158832       	193.0              	57.0                   	20312.0 	6559.0
181       	1.158832       	192.0              	57.0                   	21244.0 	7968.0
182       	1.158832       	185.0              	65.0                   	19594.0 	7396.0
183       	1.158832       	194.0              	55.0                   	20260.0 	7635.0
184       	1.158832       	187.0              	61.0                   	21178.0 	8199.0
185       	1.158832       	197.0              	53.0                   	22565.0 	7992.0
186       	1.158832       	186.0              	64.0                   	20438.0 	8047.0
187       	1.158832       	195.0              	54.0                   	21542.0 	7597.0
188       	1.158832       	190.0              	59.0                   	19435.0 	6278.0
189       	1.158832       	179.0              	71.0                   	19890.0 	8063.0
190       	1.158832       	187.0              	62.0                   	20525.0 	7712.0
191       	1.158832       	192.0              	57.0                   	20939.0 	7192.0
192       	1.158832       	194.0              	54.0                   	19715.0 	6457.0
193       	1.158832       	194.0              	56.0                   	20827.0 	7001.0
194       	1.158832       	189.0              	60.0                   	20291.0 	7452.0
195       	1.158832       	195.0              	55.0                   	22014.0 	7893.0
196       	1.158832       	186.0              	63.0                   	20584.0 	7261.0
197       	1.158832       	182.0              	68.0                   	19973.0 	8213.0
198       	1.158832       	193.0              	55.0                   	20143.0 	6926.0
199       	1.158832       	186.0              	64.0                   	21163.0 	8632.0
200       	1.158832       	191.0              	59.0                   	22083.0 	8299.0
201       	1.158832       	186.0              	64.0                   	21268.0 	8034.0
202       	1.158832       	192.0              	58.0                   	21032.0 	7502.0
203       	1.158832       	193.0              	57.0                   	21727.0 	7704.0
204       	1.158832       	193.0              	57.0                   	21252.0 	7817.0
205       	1.158832       	195.0              	55.0                   	20748.0 	7372.0
206       	1.158832       	195.0              	54.0                   	20913.0 	7270.0
207       	1.158832       	189.0              	61.0                   	21114.0 	8038.0
208       	1.158832       	180.0              	69.0                   	22180.0 	10119.0
209       	1.158832       	193.0              	57.0                   	20478.0 	6927.0
210       	1.158832       	191.0              	59.0                   	22702.0 	8720.0
211       	1.158832       	186.0              	62.0                   	19098.0 	6854.0
212       	1.158832       	186.0              	63.0                   	21185.0 	8391.0
213       	1.158832       	192.0              	57.0                   	20168.0 	7112.0
214       	1.158832       	200.0              	48.0                   	21306.0 	7311.0
215       	1.158832       	182.0              	68.0                   	20013.0 	8089.0
216       	1.158832       	187.0              	63.0                   	20875.0 	7691.0
217       	1.158832       	189.0              	60.0                   	21030.0 	7982.0
218       	1.158832       	196.0              	53.0                   	22358.0 	8253.0
219       	1.158832       	178.0              	72.0                   	21069.0 	9746.0
220       	1.158832       	193.0              	56.0                   	20013.0 	6882.0
221       	1.158832       	192.0              	57.0                   	22747.0 	8590.0
222       	1.158832       	196.0              	53.0                   	19654.0 	6698.0
223       	1.158832       	190.0              	60.0                   	20186.0 	7126.0
224       	1.158832       	193.0              	56.0                   	20902.0 	7136.0
225       	1.158832       	193.0              	55.0                   	20751.0 	7682.0
226       	1.158832       	191.0              	58.0                   	20998.0 	7518.0
227       	1.158832       	190.0              	58.0                   	20587.0 	7630.0
228       	1.158832       	184.0              	66.0                   	22091.0 	8617.0
229       	1.158832       	191.0              	57.0                   	20031.0 	7233.0
230       	1.158832       	187.0              	62.0                   	21169.0 	8516.0
231       	1.158832       	186.0              	63.0                   	21183.0 	7717.0
232       	1.158832       	189.0              	60.0                   	20490.0 	7604.0
233       	1.158832       	191.0              	59.0                   	21186.0 	8302.0
234       	1.158832       	191.0              	57.0                   	21756.0 	7845.0
235       	1.158832       	188.0              	61.0                   	19831.0 	7619.0
236       	1.158832       	184.0              	65.0                   	23928.0 	10276.0
237       	1.158832       	200.0              	50.0                   	22024.0 	7152.0
238       	1.158832       	190.0              	58.0                   	20198.0 	7836.0
239       	1.158832       	194.0              	56.0                   	20470.0 	6987.0
240       	1.158832       	198.0              	51.0                   	20444.0 	6146.0
241       	1.158832       	175.0              	74.0                   	19486.0 	8474.0
242       	1.158832       	188.0              	60.0                   	21453.0 	7858.0
243       	1.158832       	186.0              	63.0                   	20583.0 	8163.0
244       	1.158832       	200.0              	49.0                   	20648.0 	6691.0
245       	1.158832       	192.0              	57.0                   	20862.0 	7268.0
246       	1.158832       	186.0              	62.0                   	21155.0 	8447.0
247       	1.158832       	179.0              	71.0                   	20459.0 	8898.0
248       	1.158832       	191.0              	59.0                   	20092.0 	6906.0
249       	1.158832       	190.0              	60.0                   	21830.0 	8282.0
250       	1.158832       	195.0              	55.0                   	20871.0 	7011.0
251       	1.158832       	190.0              	60.0                   	21802.0 	8213.0
252       	1.158832       	191.0              	59.0                   	21444.0 	7717.0
253       	1.158832       	199.0              	50.0                   	21392.0 	7187.0
254       	1.158832       	191.0              	58.0                   	21064.0 	7409.0
255       	1.158832       	192.0              	57.0                   	21474.0 	7837.0
256       	1.158832       	190.0              	60.0                   	20942.0 	7701.0
257       	1.158832       	195.0              	53.0                   	22483.0 	8572.0
258       	1.158832       	186.0              	63.0                   	19810.0 	7093.0
259       	1.158832       	181.0              	68.0                   	21503.0 	9853.0
260       	1.158832       	191.0              	58.0                   	21528.0 	7645.0
261       	1.158832       	195.0              	54.0                   	21440.0 	7653.0
262       	1.158832       	195.0              	54.0                   	20442.0 	6610.0
263       	1.158832       	187.0              	63.0                   	21608.0 	8689.0
264       	1.158832       	190.0              	60.0                   	21217.0 	8003.0
265       	1.158832       	186.0              	63.0                   	20546.0 	7632.0
266       	1.158832       	193.0              	57.0                   	21227.0 	7178.0
267       	1.158832       	188.0              	61.0                   	20396.0 	7388.0
268       	1.158832       	199.0              	51.0                   	21345.0 	7191.0
269       	1.158832       	182.0              	67.0                   	20874.0 	8708.0
270       	1.158832       	185.0              	63.0                   	19896.0 	7145.0
271       	1.158832       	187.0              	63.0                   	20981.0 	8089.0
272       	1.158832       	192.0              	58.0                   	21444.0 	8001.0
273       	1.158832       	190.0              	59.0                   	22105.0 	8526.0
274       	1.158832       	198.0              	51.0                   	21054.0 	7306.0
275       	1.158832       	189.0              	60.0                   	20656.0 	7697.0
276       	1.158832       	192.0              	57.0                   	20069.0 	6929.0
277       	1.158832       	186.0              	64.0                   	20919.0 	8083.0
278       	1.158832       	185.0              	64.0                   	19630.0 	7475.0
279       	1.158832       	197.0              	53.0                   	22031.0 	7561.0
280       	1.158832       	202.0              	47.0                   	22531.0 	7671.0
281       	1.158832       	189.0              	61.0                   	20866.0 	7983.0
282       	1.158832       	190.0              	58.0                   	21257.0 	7938.0
283       	1.158832       	191.0              	58.0                   	19787.0 	7403.0
284       	1.158832       	187.0              	63.0                   	22630.0 	9378.0
285       	1.158832       	195.0              	53.0                   	20519.0 	7011.0
286       	1.158832       	188.0              	61.0                   	21984.0 	8753.0
287       	1.158832       	187.0              	62.0                   	20981.0 	8054.0
288       	1.158832       	202.0              	47.0                   	22006.0 	7434.0
289       	1.158832       	196.0              	52.0                   	20308.0 	6647.0
290       	1.158832       	202.0              	48.0                   	22355.0 	7893.0
291       	1.158832       	198.0              	52.0                   	21214.0 	6937.0
292       	1.158832       	187.0              	63.0                   	19253.0 	6911.0
293       	1.158832       	192.0              	56.0                   	20032.0 	6879.0
294       	1.158832       	190.0              	60.0                   	22138.0 	8643.0
295       	1.158832       	192.0              	56.0                   	21334.0 	7946.0
296       	1.158832       	194.0              	55.0                   	20689.0 	7493.0
297       	1.158832       	197.0              	52.0                   	21835.0 	8145.0
298       	1.158832       	199.0              	50.0                   	21533.0 	7175.0
299       	1.158832       	192.0              	57.0                   	21514.0 	7929.0
